,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
48,49,190,2.0,33.0,4456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4,5,1920,2008,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,736,736,1.0,2.0,1.0,1.0,736,716,0,1452,0,0,2,0,2,3,2.0,8,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,0,102,0,0,0,1.0,1.0,1.0,0,6,2009,2.0,3.0,113000
49,50,20,1.0,66.0,7742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,5,7,1966,1966,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,763,1.0,0,192,955,1.0,1.0,1.0,1.0,955,0,0,955,1,0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1966.0,2.0,1,386,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,1,2007,1.0,1.0,127000
50,51,60,1.0,0.0,13869,1.0,1.0,3.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,1.0,6,6,1997,1997,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,182,1.0,0,612,794,1.0,2.0,1.0,1.0,794,676,0,1470,0,1,2,0,3,1,2.0,6,1.0,0,1.0,1.0,1997.0,3.0,2,388,1.0,1.0,1.0,0,75,0,0,0,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,177000
51,52,50,2.0,52.0,6240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,6,6,1934,1950,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,816,816,1.0,3.0,1.0,1.0,816,0,360,1176,0,0,1,0,3,1,2.0,6,1.0,1,3.0,2.0,1985.0,2.0,2,528,1.0,1.0,1.0,112,0,0,0,0,0,1.0,2.0,2.0,400,9,2006,1.0,1.0,114500
52,53,90,2.0,110.0,8472,2.0,1.0,3.0,2.0,1.0,3.0,2.0,14.0,6.0,1.0,3.0,2.0,5,5,1963,1963,1.0,1.0,3.0,6.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,7.0,104,7.0,712,0,816,1.0,3.0,2.0,1.0,816,0,0,816,1,0,1,0,2,1,2.0,5,1.0,0,1.0,4.0,1963.0,2.0,2,516,1.0,1.0,1.0,106,0,0,0,0,0,1.0,1.0,1.0,0,5,2010,1.0,1.0,110000
53,54,20,1.0,68.0,50271,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9,5,1981,1987,1.0,2.0,6.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1810,1.0,0,32,1842,1.0,2.0,1.0,1.0,1842,0,0,1842,2,0,0,1,0,1,1.0,5,1.0,1,3.0,1.0,1981.0,3.0,3,894,1.0,1.0,1.0,857,72,0,0,0,0,1.0,1.0,1.0,0,11,2006,1.0,1.0,385000
54,55,80,1.0,60.0,7134,1.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,6.0,5,5,1955,1955,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,384,1.0,0,0,384,1.0,3.0,1.0,1.0,1360,0,0,1360,0,0,1,0,3,1,2.0,6,2.0,1,2.0,2.0,1962.0,2.0,2,572,1.0,1.0,1.0,0,50,0,0,0,0,1.0,2.0,1.0,0,2,2007,1.0,1.0,130000
55,56,20,1.0,100.0,10175,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,6,5,1964,1964,1.0,1.0,4.0,5.0,1.0,272.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,490,1.0,0,935,1425,1.0,2.0,1.0,1.0,1425,0,0,1425,0,0,2,0,3,1,2.0,7,1.0,1,3.0,1.0,1964.0,1.0,2,576,1.0,1.0,1.0,0,0,0,407,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,180500
56,57,160,4.0,24.0,2645,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,8,5,1999,2000,1.0,1.0,2.0,2.0,1.0,456.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,649,1.0,0,321,970,1.0,1.0,1.0,1.0,983,756,0,1739,1,0,2,1,3,1,1.0,7,1.0,0,1.0,1.0,1999.0,3.0,2,480,1.0,1.0,1.0,115,0,0,0,0,0,1.0,1.0,1.0,0,8,2009,1.0,2.0,172500
57,58,60,1.0,89.0,11645,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5,2004,2004,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,860,860,1.0,1.0,1.0,1.0,860,860,0,1720,0,0,2,1,3,1,1.0,7,1.0,0,1.0,1.0,2004.0,1.0,2,565,1.0,1.0,1.0,0,70,0,0,0,0,1.0,1.0,1.0,0,8,2006,1.0,1.0,196500
58,59,60,1.0,66.0,13682,1.0,1.0,3.0,4.0,1.0,4.0,1.0,19.0,1.0,1.0,1.0,1.0,10,5,2006,2006,2.0,1.0,1.0,1.0,1.0,1031.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0,1.0,0,1410,1410,1.0,1.0,1.0,1.0,1426,1519,0,2945,0,0,3,1,3,1,1.0,10,1.0,1,3.0,3.0,2006.0,3.0,3,641,1.0,1.0,1.0,192,0,37,0,0,0,1.0,1.0,1.0,0,10,2006,2.0,3.0,438780
59,60,20,1.0,60.0,7200,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5,7,1972,1972,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,632,1.0,0,148,780,1.0,1.0,1.0,1.0,780,0,0,780,0,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1973.0,2.0,1,352,1.0,1.0,1.0,196,0,0,0,0,0,1.0,2.0,1.0,0,1,2008,1.0,1.0,124900
60,61,20,1.0,63.0,13072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,5.0,1.0,1.0,2.0,6,5,2004,2004,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,941,1.0,0,217,1158,1.0,1.0,1.0,1.0,1158,0,0,1158,1,0,1,1,3,1,1.0,5,1.0,0,1.0,2.0,2006.0,2.0,2,576,1.0,1.0,1.0,0,50,0,0,0,0,1.0,1.0,1.0,0,5,2006,2.0,3.0,158000
61,62,75,2.0,60.0,7200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,7.0,5,7,1920,1996,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,0,1.0,0,530,530,1.0,3.0,2.0,1.0,581,530,0,1111,0,0,1,0,3,1,4.0,6,1.0,0,1.0,2.0,1935.0,2.0,1,288,1.0,1.0,2.0,0,0,144,0,0,0,1.0,1.0,1.0,0,3,2007,1.0,1.0,101000
62,63,120,1.0,44.0,6442,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,4.0,2.0,8,5,2006,2006,1.0,1.0,1.0,1.0,3.0,178.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,24,1.0,0,1346,1370,1.0,1.0,1.0,1.0,1370,0,0,1370,0,0,2,0,2,1,1.0,6,1.0,1,3.0,1.0,2006.0,1.0,2,484,1.0,1.0,1.0,120,49,0,0,0,0,1.0,1.0,1.0,0,10,2007,1.0,1.0,202500
63,64,70,2.0,50.0,10300,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,7.0,4.0,1.0,1.0,7,6,1921,1950,1.0,1.0,10.0,9.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,576,576,1.0,2.0,1.0,1.0,902,808,0,1710,0,0,2,0,3,1,2.0,9,1.0,0,1.0,2.0,1990.0,2.0,2,480,1.0,1.0,1.0,12,11,64,0,0,0,1.0,4.0,1.0,0,4,2010,1.0,1.0,140000
64,65,60,1.0,0.0,9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5,1997,1998,1.0,1.0,1.0,1.0,1.0,573.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,739,1.0,0,318,1057,1.0,1.0,1.0,1.0,1057,977,0,2034,1,0,2,1,3,1,1.0,8,1.0,0,1.0,1.0,1998.0,1.0,2,645,1.0,1.0,1.0,576,36,0,0,0,0,1.0,4.0,1.0,0,2,2009,1.0,1.0,219500
65,66,60,1.0,76.0,9591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,8,5,2004,2005,1.0,1.0,1.0,1.0,1.0,344.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,0,1.0,0,1143,1143,1.0,1.0,1.0,1.0,1143,1330,0,2473,0,0,2,1,4,1,1.0,9,1.0,1,3.0,3.0,2004.0,1.0,3,852,1.0,1.0,1.0,192,151,0,0,0,0,1.0,1.0,1.0,0,10,2007,1.0,1.0,317000
66,67,20,1.0,0.0,19900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,8.0,1.0,1.0,2.0,7,5,1970,1989,1.0,1.0,8.0,5.0,1.0,287.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,912,1.0,0,1035,1947,1.0,3.0,1.0,1.0,2207,0,0,2207,1,0,2,0,3,1,2.0,7,2.0,1,3.0,1.0,1970.0,1.0,2,576,1.0,1.0,1.0,301,0,0,0,0,0,1.0,1.0,1.0,0,7,2010,1.0,1.0,180000
67,68,20,1.0,72.0,10665,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,5,2003,2003,1.0,1.0,1.0,1.0,1.0,167.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1013,1.0,0,440,1453,1.0,1.0,1.0,1.0,1479,0,0,1479,1,0,2,0,3,1,1.0,7,1.0,0,1.0,1.0,2003.0,1.0,2,558,1.0,1.0,1.0,144,29,0,0,0,0,1.0,1.0,1.0,0,6,2007,1.0,1.0,226000
68,69,30,2.0,47.0,4608,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,1.0,1.0,2.0,4,6,1945,1950,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,747,747,1.0,3.0,1.0,1.0,747,0,0,747,0,0,1,0,2,1,2.0,4,1.0,0,1.0,1.0,1945.0,2.0,1,220,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2010,1.0,1.0,80000
69,70,50,1.0,81.0,15593,1.0,1.0,1.0,1.0,1.0,3.0,1.0,20.0,1.0,1.0,1.0,3.0,7,4,1953,1953,1.0,1.0,5.0,10.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,603,1.0,0,701,1304,2.0,3.0,1.0,1.0,1304,983,0,2287,0,0,2,0,3,1,2.0,7,1.0,1,2.0,1.0,1953.0,3.0,2,667,1.0,1.0,1.0,0,21,114,0,0,0,1.0,1.0,1.0,0,7,2006,1.0,1.0,225000
70,71,20,1.0,95.0,13651,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,7,6,1973,1973,1.0,1.0,8.0,5.0,1.0,1115.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1880,1.0,0,343,2223,1.0,1.0,1.0,1.0,2223,0,0,2223,1,0,2,0,3,1,2.0,8,1.0,2,3.0,1.0,1973.0,3.0,2,516,1.0,1.0,1.0,300,0,0,0,0,0,1.0,1.0,1.0,0,2,2007,1.0,1.0,244000
71,72,20,1.0,69.0,7599,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,4,6,1982,2006,1.0,1.0,4.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,565,1.0,0,280,845,1.0,3.0,1.0,1.0,845,0,0,845,1,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1987.0,2.0,2,360,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2007,1.0,1.0,129500
72,73,60,1.0,74.0,10141,1.0,1.0,2.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,1.0,7,5,1998,1998,1.0,1.0,1.0,1.0,1.0,40.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,832,832,1.0,2.0,1.0,1.0,885,833,0,1718,0,0,2,1,3,1,2.0,7,1.0,1,2.0,1.0,1998.0,3.0,2,427,1.0,1.0,1.0,0,94,0,0,291,0,1.0,1.0,1.0,0,12,2009,1.0,1.0,185000
73,74,20,1.0,85.0,10200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,7,1954,2003,1.0,1.0,3.0,6.0,1.0,104.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,320,2.0,362,404,1086,1.0,2.0,1.0,1.0,1086,0,0,1086,1,0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1989.0,2.0,2,490,1.0,1.0,1.0,0,0,0,0,0,0,1.0,3.0,1.0,0,5,2010,1.0,1.0,144900
74,75,50,2.0,60.0,5790,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,3,6,1915,1950,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,0,1.0,0,840,840,1.0,2.0,2.0,1.0,840,765,0,1605,0,0,2,0,3,2,2.0,8,1.0,0,1.0,2.0,1915.0,2.0,1,379,1.0,1.0,1.0,0,0,202,0,0,0,1.0,1.0,1.0,0,5,2010,1.0,1.0,107400
75,76,180,2.0,21.0,1596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,5.0,6.0,4,5,1973,1973,1.0,1.0,7.0,7.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,462,1.0,0,0,462,1.0,3.0,1.0,1.0,526,462,0,988,1,0,1,0,2,1,2.0,5,1.0,0,1.0,3.0,1973.0,2.0,1,297,1.0,1.0,1.0,120,101,0,0,0,0,1.0,3.0,1.0,0,11,2009,1.0,1.0,91000
76,77,20,1.0,0.0,8475,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,4,7,1956,1956,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,228,1.0,0,724,952,1.0,1.0,1.0,3.0,952,0,0,952,0,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1956.0,2.0,1,283,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,4,2008,1.0,1.0,135750
77,78,50,2.0,50.0,8635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,5,5,1948,2001,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,336,7.0,41,295,672,1.0,3.0,1.0,1.0,1072,213,0,1285,1,0,1,0,2,1,2.0,6,2.0,0,1.0,2.0,1948.0,2.0,1,240,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,1,2008,1.0,1.0,127000
78,79,90,1.0,72.0,10778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,2.0,4,5,1968,1968,2.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,1768,1768,1.0,3.0,2.0,1.0,1768,0,0,1768,0,0,2,0,4,2,2.0,8,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,4,2010,1.0,1.0,136500
79,80,50,2.0,60.0,10440,1.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,5,6,1910,1981,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,440,440,1.0,2.0,1.0,1.0,682,548,0,1230,0,0,1,1,2,1,2.0,5,1.0,0,1.0,2.0,1966.0,2.0,2,440,1.0,1.0,1.0,74,0,128,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0,110000
80,81,60,1.0,100.0,13000,1.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,1.0,6,6,1968,1968,1.0,1.0,1.0,1.0,1.0,576.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,448,1.0,0,448,896,1.0,3.0,1.0,1.0,1182,960,0,2142,0,0,2,1,4,1,1.0,8,1.0,1,3.0,1.0,1968.0,3.0,1,509,1.0,1.0,1.0,0,72,0,0,252,0,1.0,1.0,1.0,0,6,2009,1.0,1.0,193500
81,82,120,2.0,32.0,4500,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,6,5,1998,1998,2.0,1.0,1.0,1.0,1.0,443.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1201,1.0,0,36,1237,1.0,1.0,1.0,1.0,1337,0,0,1337,1,0,2,0,2,1,2.0,5,1.0,0,1.0,1.0,1998.0,3.0,2,405,1.0,1.0,1.0,0,199,0,0,0,0,1.0,1.0,1.0,0,3,2006,1.0,1.0,153500
82,83,20,1.0,78.0,10206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,8,5,2007,2007,1.0,1.0,1.0,1.0,3.0,468.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,33,1.0,0,1530,1563,1.0,1.0,1.0,1.0,1563,0,0,1563,0,0,2,0,3,1,1.0,6,1.0,1,3.0,1.0,2007.0,1.0,3,758,1.0,1.0,1.0,144,99,0,0,0,0,1.0,1.0,1.0,0,10,2008,1.0,1.0,245000
83,84,20,1.0,80.0,8892,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,5,1960,1960,1.0,1.0,2.0,2.0,4.0,66.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,1065,1065,1.0,2.0,1.0,1.0,1065,0,0,1065,0,0,1,1,3,1,2.0,6,1.0,0,1.0,2.0,1974.0,2.0,2,461,1.0,1.0,1.0,74,0,0,0,0,0,1.0,1.0,1.0,0,7,2007,3.0,1.0,126500
84,85,80,1.0,0.0,8530,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,6.0,7,5,1995,1996,1.0,1.0,4.0,4.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,384,384,1.0,2.0,1.0,1.0,804,670,0,1474,0,0,2,1,3,1,2.0,7,1.0,1,2.0,3.0,1995.0,3.0,2,400,1.0,1.0,1.0,120,72,0,0,0,0,1.0,1.0,2.0,700,5,2009,1.0,1.0,168500
85,86,60,1.0,121.0,16059,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,8,5,1991,1992,2.0,1.0,4.0,4.0,1.0,284.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0,1.0,0,1288,1288,1.0,1.0,1.0,1.0,1301,1116,0,2417,0,0,2,1,4,1,1.0,9,1.0,1,2.0,1.0,1991.0,2.0,2,462,1.0,1.0,1.0,127,82,0,0,0,0,1.0,1.0,1.0,0,4,2006,1.0,1.0,260000
86,87,60,1.0,122.0,11911,1.0,1.0,3.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,6,5,2005,2005,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0,1.0,0,684,684,1.0,1.0,1.0,1.0,684,876,0,1560,0,0,2,1,3,1,1.0,6,1.0,1,3.0,3.0,2005.0,3.0,2,400,1.0,1.0,1.0,100,38,0,0,0,0,1.0,1.0,1.0,0,3,2009,1.0,1.0,174000
87,88,160,4.0,40.0,3951,1.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,4.0,1.0,6,5,2009,2009,1.0,1.0,1.0,1.0,3.0,76.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0,1.0,0,612,612,1.0,1.0,1.0,1.0,612,612,0,1224,0,0,2,1,2,1,1.0,4,1.0,0,1.0,2.0,2009.0,1.0,2,528,1.0,1.0,1.0,0,234,0,0,0,0,1.0,1.0,1.0,0,6,2009,2.0,3.0,164500
88,89,50,3.0,105.0,8470,1.0,1.0,2.0,1.0,1.0,3.0,1.0,14.0,2.0,4.0,1.0,3.0,3,2,1915,1982,2.0,1.0,8.0,5.0,2.0,0.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,0,1.0,0,1013,1013,1.0,3.0,2.0,1.0,1013,0,513,1526,0,0,1,0,2,1,4.0,6,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,0,156,0,0,0,1.0,2.0,1.0,0,10,2009,4.0,2.0,85000
89,90,20,1.0,60.0,8070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,5,1994,1995,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,588,1.0,0,402,990,1.0,1.0,1.0,1.0,990,0,0,990,1,0,1,0,3,1,2.0,5,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,123600
90,91,20,1.0,60.0,7200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,4,5,1950,1950,1.0,1.0,5.0,6.0,2.0,0.0,2.0,1.0,5.0,4.0,3.0,5.0,6.0,0,3.0,0,0,0,1.0,3.0,1.0,3.0,1040,0,0,1040,0,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1950.0,2.0,2,420,1.0,1.0,1.0,0,29,0,0,0,0,1.0,1.0,1.0,0,7,2006,1.0,1.0,109900
91,92,20,1.0,85.0,8500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,3,1961,1961,2.0,1.0,4.0,4.0,4.0,203.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,600,1.0,0,635,1235,1.0,3.0,1.0,1.0,1235,0,0,1235,0,0,1,0,2,1,2.0,6,1.0,0,1.0,1.0,1961.0,2.0,2,480,1.0,1.0,1.0,0,0,0,0,0,0,1.0,3.0,1.0,0,12,2006,1.0,2.0,98600
92,93,30,1.0,80.0,13360,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5,7,1921,2006,1.0,1.0,3.0,6.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,713,1.0,0,163,876,1.0,1.0,1.0,1.0,964,0,0,964,1,0,1,0,2,1,2.0,5,1.0,0,1.0,2.0,1921.0,2.0,2,432,1.0,1.0,1.0,0,0,44,0,0,0,1.0,1.0,1.0,0,8,2009,1.0,1.0,163500
93,94,190,3.0,60.0,7200,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,7.0,6,6,1910,1998,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,1046,1.0,0,168,1214,2.0,1.0,2.0,1.0,1260,1031,0,2291,0,1,2,0,4,2,2.0,9,1.0,1,3.0,2.0,1900.0,2.0,2,506,1.0,1.0,1.0,0,0,0,0,99,0,1.0,1.0,1.0,0,11,2007,1.0,1.0,133900
94,95,60,1.0,69.0,9337,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,5,1997,1997,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,648,1.0,0,176,824,1.0,1.0,1.0,1.0,905,881,0,1786,1,0,2,1,3,1,1.0,7,1.0,0,1.0,1.0,1997.0,1.0,2,684,1.0,1.0,1.0,0,162,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,204750
95,96,60,1.0,0.0,9765,1.0,1.0,3.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,1.0,6,8,1993,1993,1.0,1.0,1.0,1.0,1.0,68.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,310,1.0,0,370,680,1.0,2.0,1.0,1.0,680,790,0,1470,0,0,2,1,3,1,2.0,6,1.0,1,2.0,3.0,1993.0,3.0,2,420,1.0,1.0,1.0,232,63,0,0,0,0,1.0,1.0,2.0,480,4,2009,1.0,1.0,185000
96,97,20,1.0,78.0,10264,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,5,1999,1999,1.0,1.0,1.0,1.0,1.0,183.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1162,1.0,0,426,1588,1.0,1.0,1.0,1.0,1588,0,0,1588,0,0,2,0,3,1,1.0,6,1.0,0,1.0,1.0,1999.0,1.0,2,472,1.0,1.0,1.0,158,29,0,0,0,0,1.0,1.0,1.0,0,8,2006,1.0,1.0,214000
97,98,20,1.0,73.0,10921,1.0,1.0,1.0,4.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,4,5,1965,1965,2.0,1.0,4.0,4.0,1.0,48.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,520,1.0,0,440,960,1.0,3.0,1.0,2.0,960,0,0,960,1,0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1965.0,3.0,1,432,1.0,1.0,3.0,120,0,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,94750
